name,brand,manufacturing_date,expiry_date,price,stock,image_url,section_id
Jameson - Irish Whiskey,Wikizz,13/08/2022,05/11/2023,241.07,92,http://dummyimage.com/x.png/5fa2dd/ffffff,19
"Lid - Translucent, 3.5 And 6 Oz",Voolith,05/07/2023,30/09/2024,115.86,120,http://dummyimage.com/x.png/dddddd/000000,7
Wine - Sake,Gabvine,31/03/2023,23/03/2024,287.93,53,http://dummyimage.com/x.png/ff4444/ffffff,4
Lemon Grass,Jaloo,08/05/2023,29/12/2024,31.96,91,http://dummyimage.com/x.png/cc0000/ffffff,7
Soup - French Can Pea,Quinu,17/12/2022,18/07/2024,113.02,92,http://dummyimage.com/x.png/dddddd/000000,20
Filter - Coffee,Skyvu,23/05/2023,05/04/2024,259.14,116,http://dummyimage.com/x.png/dddddd/000000,2
Amaretto,Yakijo,17/03/2023,15/04/2024,88.78,116,http://dummyimage.com/x.png/5fa2dd/ffffff,17
"Brownies - Two Bite, Chocolate",Vidoo,15/04/2023,24/11/2024,153.05,192,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Club Soda - Schweppes, 355 Ml",Skimia,14/07/2023,25/10/2024,192.36,133,http://dummyimage.com/x.png/ff4444/ffffff,4
"Beef - Ox Tongue, Pickled",Photobug,05/02/2023,12/03/2024,136.61,11,http://dummyimage.com/x.png/5fa2dd/ffffff,19
Sauce - Thousand Island,Edgewire,07/07/2023,21/09/2024,83.51,126,http://dummyimage.com/x.png/dddddd/000000,19
"Soup - Campbells, Creamy",Meeveo,20/07/2023,31/03/2024,8.67,173,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Coffee Beans - Chocolate,Zoomdog,13/11/2022,29/08/2024,142.13,2,http://dummyimage.com/x.png/5fa2dd/ffffff,17
"Quail - Whole, Boneless",Ooba,17/09/2022,02/04/2024,63.8,5,http://dummyimage.com/x.png/ff4444/ffffff,16
"Mushrooms - Black, Dried",Camido,10/10/2022,07/03/2024,12.14,138,http://dummyimage.com/x.png/cc0000/ffffff,12
Corn Meal,Flipopia,11/10/2022,29/12/2023,276.35,34,http://dummyimage.com/x.png/cc0000/ffffff,3
Sugar - Icing,Youspan,13/01/2023,14/04/2024,126.25,59,http://dummyimage.com/x.png/dddddd/000000,1
"Beef - Ox Tongue, Pickled",Quatz,25/09/2022,07/12/2023,112.21,60,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Pate - Peppercorn,Brainlounge,16/11/2022,06/07/2024,199.82,145,http://dummyimage.com/x.png/cc0000/ffffff,4
Mints - Striped Red,Quimm,19/12/2022,07/01/2025,82.96,161,http://dummyimage.com/x.png/dddddd/000000,18
"Cake Circle, Paprus",Jaxnation,26/02/2023,24/04/2024,56.6,95,http://dummyimage.com/x.png/dddddd/000000,15
"Mushroom - Enoki, Fresh",Vitz,27/01/2023,10/06/2024,239.39,42,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Chocolate - Pistoles, Lactee, Milk",Plajo,23/10/2022,20/12/2024,137.83,52,http://dummyimage.com/x.png/dddddd/000000,1
Flour - Cake,Rhynyx,04/04/2023,05/12/2023,230.16,79,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Macaroons - Two Bite Choc,Meeveo,11/07/2023,04/07/2024,73.75,102,http://dummyimage.com/x.png/cc0000/ffffff,1
Pastry - Carrot Muffin - Mini,Yata,26/06/2023,21/08/2024,229.01,8,http://dummyimage.com/x.png/ff4444/ffffff,13
Tea - Decaf Lipton,Meeveo,29/08/2022,07/12/2023,44.28,90,http://dummyimage.com/x.png/ff4444/ffffff,14
The Pop Shoppe - Black Cherry,Quaxo,31/01/2023,30/04/2024,112.06,149,http://dummyimage.com/x.png/5fa2dd/ffffff,20
"Nut - Walnut, Pieces",Zoomcast,17/02/2023,30/12/2023,270.26,105,http://dummyimage.com/x.png/5fa2dd/ffffff,8
Sugar Thermometer,Meemm,01/01/2023,10/06/2024,205.71,178,http://dummyimage.com/x.png/ff4444/ffffff,15
Beef - Shank,Wikivu,09/06/2023,08/09/2024,298.0,184,http://dummyimage.com/x.png/cc0000/ffffff,3
Turnip - Wax,Divape,07/02/2023,08/06/2024,2.72,121,http://dummyimage.com/x.png/5fa2dd/ffffff,8
Bacardi Mojito,Meevee,18/09/2022,06/04/2024,242.62,29,http://dummyimage.com/x.png/ff4444/ffffff,1
Beer - Sleeman Fine Porter,Vidoo,24/04/2023,09/02/2024,237.05,112,http://dummyimage.com/x.png/dddddd/000000,19
Wine - Barolo Fontanafredda,Thoughtbridge,12/09/2022,20/12/2024,168.3,34,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Sauce Tomato Pouch,Dabshots,23/01/2023,10/05/2024,280.63,154,http://dummyimage.com/x.png/5fa2dd/ffffff,15
"Shrimp - 16/20, Iqf, Shell On",Riffpedia,12/09/2022,23/12/2024,56.17,74,http://dummyimage.com/x.png/5fa2dd/ffffff,19
Cheese - Stilton,Skalith,02/10/2022,20/12/2024,294.65,174,http://dummyimage.com/x.png/dddddd/000000,9
Vinegar - Balsamic,Trudoo,24/01/2023,30/11/2023,77.17,81,http://dummyimage.com/x.png/cc0000/ffffff,20
"Sugar - Brown, Individual",Aimbo,10/11/2022,02/02/2024,270.14,133,http://dummyimage.com/x.png/5fa2dd/ffffff,19
Quail Eggs - Canned,Kwinu,11/07/2023,25/06/2024,287.43,93,http://dummyimage.com/x.png/dddddd/000000,11
Cabbage - Red,Fatz,22/08/2022,28/01/2025,261.32,36,http://dummyimage.com/x.png/dddddd/000000,16
V8 Pet,Cogibox,20/11/2022,19/02/2024,153.88,193,http://dummyimage.com/x.png/5fa2dd/ffffff,5
"Garlic - Primerba, Paste",Fatz,28/04/2023,16/01/2025,263.0,54,http://dummyimage.com/x.png/ff4444/ffffff,2
Wine - Vidal Icewine Magnotta,Skivee,26/11/2022,26/04/2024,153.09,72,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Waffle Stix,Realpoint,16/03/2023,09/11/2024,121.46,77,http://dummyimage.com/x.png/cc0000/ffffff,6
Bamboo Shoots - Sliced,Flipbug,07/08/2023,17/01/2025,250.34,91,http://dummyimage.com/x.png/dddddd/000000,20
Nantucket Cranberry Juice,Tazzy,10/09/2022,31/07/2024,64.52,172,http://dummyimage.com/x.png/5fa2dd/ffffff,16
Cheese - Oka,Photojam,31/03/2023,10/03/2024,163.66,113,http://dummyimage.com/x.png/dddddd/000000,13
Wine - Toasted Head,Realbuzz,12/11/2022,03/01/2024,231.1,93,http://dummyimage.com/x.png/ff4444/ffffff,16
Cup - Paper 10oz 92959,Voonte,18/08/2022,14/03/2024,216.91,98,http://dummyimage.com/x.png/cc0000/ffffff,17
Coffee Guatemala Dark,Feedmix,16/06/2023,19/03/2024,53.87,187,http://dummyimage.com/x.png/ff4444/ffffff,13
Soup - Campbells Beef Strogonoff,Ozu,24/07/2023,14/08/2024,294.87,37,http://dummyimage.com/x.png/ff4444/ffffff,13
Milkettes - 2%,Thoughtstorm,22/01/2023,20/07/2024,145.68,50,http://dummyimage.com/x.png/5fa2dd/ffffff,19
"Sugar - Brown, Individual",Devcast,03/12/2022,15/07/2024,200.27,78,http://dummyimage.com/x.png/dddddd/000000,15
Sachet,Ozu,18/07/2023,11/01/2025,115.01,145,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Lamb - Loin Chops,Twinte,20/06/2023,26/08/2024,36.54,22,http://dummyimage.com/x.png/5fa2dd/ffffff,3
"Salsify, Organic",Zoombox,21/01/2023,03/01/2025,220.87,124,http://dummyimage.com/x.png/dddddd/000000,9
Whmis Spray Bottle Graduated,Flipbug,23/09/2022,03/02/2024,71.8,39,http://dummyimage.com/x.png/ff4444/ffffff,13
Longos - Lasagna Veg,Flashdog,24/11/2022,19/12/2023,220.63,43,http://dummyimage.com/x.png/ff4444/ffffff,10
The Pop Shoppe - Cream Soda,Photobean,24/04/2023,22/11/2023,284.12,39,http://dummyimage.com/x.png/5fa2dd/ffffff,19
"Bread - White, Unsliced",Thoughtbeat,16/02/2023,05/12/2023,248.46,125,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Samosa - Veg,Fivechat,02/06/2023,03/10/2024,92.62,141,http://dummyimage.com/x.png/ff4444/ffffff,6
Tea - Herbal I Love Lemon,Livetube,12/04/2023,27/12/2023,146.73,151,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Onions - Cippolini,Photofeed,03/11/2022,30/01/2024,224.22,43,http://dummyimage.com/x.png/ff4444/ffffff,14
"Club Soda - Schweppes, 355 Ml",Demivee,14/11/2022,06/01/2024,182.6,37,http://dummyimage.com/x.png/cc0000/ffffff,9
Tuna - Yellowfin,Pixonyx,07/02/2023,11/12/2023,245.18,18,http://dummyimage.com/x.png/5fa2dd/ffffff,15
"Plate - Foam, Bread And Butter",Oyope,19/01/2023,11/08/2024,127.73,29,http://dummyimage.com/x.png/dddddd/000000,17
Bread Foccacia Whole,Yoveo,11/11/2022,18/11/2024,177.47,131,http://dummyimage.com/x.png/5fa2dd/ffffff,2
"Pork - Bacon, Sliced",Divanoodle,11/10/2022,20/03/2024,13.27,21,http://dummyimage.com/x.png/ff4444/ffffff,16
"Soup - French Onion, Dry",Kazu,02/10/2022,13/09/2024,212.52,194,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Pasta - Fusili Tri - Coloured,Brainlounge,09/07/2023,18/08/2024,4.46,46,http://dummyimage.com/x.png/ff4444/ffffff,5
Spaghetti Squash,Twimbo,07/11/2022,11/02/2024,46.42,4,http://dummyimage.com/x.png/ff4444/ffffff,14
"Juice - Apple, 500 Ml",Realcube,20/10/2022,10/11/2024,129.97,37,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Scallops - 20/30,Skippad,30/06/2023,07/01/2025,70.34,69,http://dummyimage.com/x.png/dddddd/000000,5
Chivas Regal - 12 Year Old,Buzzster,07/08/2023,24/10/2024,287.09,188,http://dummyimage.com/x.png/5fa2dd/ffffff,6
V8 - Vegetable Cocktail,Skynoodle,15/01/2023,28/11/2024,126.82,156,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Flour - Masa De Harina Mexican,Jabberbean,03/09/2022,15/08/2024,289.42,34,http://dummyimage.com/x.png/dddddd/000000,9
Nut - Macadamia,Devpulse,13/04/2023,20/03/2024,246.25,38,http://dummyimage.com/x.png/ff4444/ffffff,15
Tomatoes - Hot House,Brainbox,18/04/2023,05/11/2024,270.69,194,http://dummyimage.com/x.png/ff4444/ffffff,20
Nantuket Peach Orange,Izio,19/10/2022,04/11/2024,171.82,140,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Soup - Campbells Asian Noodle,Jaloo,29/01/2023,22/07/2024,290.2,130,http://dummyimage.com/x.png/dddddd/000000,19
Fuji Apples,Demimbu,12/05/2023,11/11/2023,181.92,21,http://dummyimage.com/x.png/dddddd/000000,19
External Supplier,Yakidoo,18/02/2023,11/03/2024,136.55,73,http://dummyimage.com/x.png/cc0000/ffffff,2
Cheese - Colby,Avamba,06/01/2023,01/11/2023,109.55,90,http://dummyimage.com/x.png/dddddd/000000,3
Sorrel - Fresh,Kimia,01/07/2023,14/09/2024,146.21,110,http://dummyimage.com/x.png/cc0000/ffffff,5
Chick Peas - Dried,Yotz,04/04/2023,26/01/2025,141.03,122,http://dummyimage.com/x.png/cc0000/ffffff,10
Laundry - Bag Cloth,Aimbo,31/01/2023,14/11/2023,209.17,79,http://dummyimage.com/x.png/ff4444/ffffff,11
"Mushroom - Chantrelle, Fresh",Skidoo,01/06/2023,27/01/2025,192.05,35,http://dummyimage.com/x.png/ff4444/ffffff,3
"Wine - Red, Harrow Estates, Cab",JumpXS,03/04/2023,11/04/2024,34.01,121,http://dummyimage.com/x.png/ff4444/ffffff,20
Beans - Fava Fresh,Skidoo,22/07/2023,16/10/2024,154.11,168,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Pastry - Choclate Baked,Dabfeed,19/09/2022,25/09/2024,98.93,29,http://dummyimage.com/x.png/ff4444/ffffff,6
"Garlic - Primerba, Paste",Lazzy,13/12/2022,05/11/2024,74.64,126,http://dummyimage.com/x.png/cc0000/ffffff,6
Wine - Sogrape Mateus Rose,DabZ,30/10/2022,05/06/2024,257.56,93,http://dummyimage.com/x.png/5fa2dd/ffffff,3
"Corn - Cream, Canned",Buzzster,03/06/2023,21/04/2024,196.22,22,http://dummyimage.com/x.png/cc0000/ffffff,17
"Pepper - Julienne, Frozen",Roodel,17/08/2022,10/12/2023,90.98,37,http://dummyimage.com/x.png/5fa2dd/ffffff,8
Soup - Campbells Mushroom,Chatterbridge,12/03/2023,17/12/2023,281.03,22,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Beef - Kobe Striploin,Fiveclub,08/01/2023,30/07/2024,113.45,198,http://dummyimage.com/x.png/dddddd/000000,17
"Chicken - Diced, Cooked",Yadel,22/03/2023,17/03/2024,43.54,109,http://dummyimage.com/x.png/ff4444/ffffff,4
White Baguette,Mynte,10/05/2023,21/12/2024,281.17,77,http://dummyimage.com/x.png/dddddd/000000,18
Ice Cream Bar - Drumstick,Topiczoom,29/06/2023,31/10/2024,126.75,138,http://dummyimage.com/x.png/cc0000/ffffff,8
Tamarind Paste,LiveZ,26/11/2022,17/08/2024,107.43,189,http://dummyimage.com/x.png/dddddd/000000,18
Thyme - Fresh,Pixonyx,31/01/2023,22/06/2024,233.5,137,http://dummyimage.com/x.png/dddddd/000000,20
Tuna - Fresh,Roombo,14/09/2022,22/01/2024,116.78,93,http://dummyimage.com/x.png/dddddd/000000,19
Bread - Granary Small Pull,Kamba,14/04/2023,28/03/2024,103.67,19,http://dummyimage.com/x.png/ff4444/ffffff,9
Bonito Flakes - Toku Katsuo,Rhynoodle,04/03/2023,01/01/2024,1.43,128,http://dummyimage.com/x.png/cc0000/ffffff,5
Longos - Greek Salad,Vinte,21/05/2023,25/05/2024,155.53,130,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Mangoes,Feedbug,09/04/2023,13/08/2024,219.79,90,http://dummyimage.com/x.png/cc0000/ffffff,2
"Champagne - Brights, Dry",Bubblebox,12/12/2022,25/08/2024,138.19,117,http://dummyimage.com/x.png/ff4444/ffffff,16
Cake - Bande Of Fruit,Katz,16/12/2022,28/05/2024,153.92,104,http://dummyimage.com/x.png/dddddd/000000,8
Glass - Juice Clear 5oz 55005,Feedspan,11/09/2022,01/08/2024,122.49,170,http://dummyimage.com/x.png/dddddd/000000,14
Phyllo Dough,Buzzbean,13/08/2022,12/12/2024,276.33,197,http://dummyimage.com/x.png/ff4444/ffffff,6
Pork - Smoked Kassler,Vimbo,28/06/2023,29/05/2024,264.76,114,http://dummyimage.com/x.png/cc0000/ffffff,15
Chevere Logs,Brightbean,10/08/2022,14/09/2024,273.78,34,http://dummyimage.com/x.png/ff4444/ffffff,13
"Lamb - Pieces, Diced",Eabox,01/07/2023,29/03/2024,173.51,33,http://dummyimage.com/x.png/dddddd/000000,9
Mahi Mahi,Nlounge,28/01/2023,18/08/2024,225.62,139,http://dummyimage.com/x.png/5fa2dd/ffffff,13
"Capon - Breast, Wing On",Oyoba,14/06/2023,13/01/2025,197.4,180,http://dummyimage.com/x.png/5fa2dd/ffffff,18
Soup - Campbells Bean Medley,Thoughtworks,24/06/2023,30/08/2024,273.25,17,http://dummyimage.com/x.png/cc0000/ffffff,18
Eggroll,Jaxspan,10/05/2023,23/12/2023,17.46,17,http://dummyimage.com/x.png/ff4444/ffffff,4
Extract - Raspberry,Devshare,25/11/2022,22/02/2024,255.65,40,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Tomatoes - Heirloom,Skivee,15/01/2023,21/04/2024,206.25,28,http://dummyimage.com/x.png/dddddd/000000,8
Cheese - Augre Des Champs,Mydeo,02/03/2023,22/01/2024,116.32,192,http://dummyimage.com/x.png/ff4444/ffffff,3
Juice - Orange 1.89l,Browsecat,12/02/2023,03/06/2024,53.22,163,http://dummyimage.com/x.png/dddddd/000000,3
V8 - Berry Blend,Feedfish,15/01/2023,13/11/2024,174.86,195,http://dummyimage.com/x.png/dddddd/000000,20
Coffee - 10oz Cup 92961,Skiptube,21/04/2023,14/05/2024,161.32,98,http://dummyimage.com/x.png/ff4444/ffffff,3
"Soup - Knorr, French Onion",Myworks,24/01/2023,23/03/2024,79.13,88,http://dummyimage.com/x.png/ff4444/ffffff,14
"Soup - Campbells, Cream Of",Pixonyx,10/01/2023,04/12/2024,219.78,170,http://dummyimage.com/x.png/5fa2dd/ffffff,19
Pears - Fiorelle,Kazu,29/09/2022,04/12/2023,9.78,55,http://dummyimage.com/x.png/cc0000/ffffff,6
Tomatoes - Grape,Twitterwire,31/01/2023,20/07/2024,55.77,61,http://dummyimage.com/x.png/cc0000/ffffff,18
"Beef - Ox Tail, Frozen",InnoZ,01/02/2023,02/06/2024,1.08,37,http://dummyimage.com/x.png/dddddd/000000,10
Tomatoes - Grape,Jamia,26/09/2022,31/01/2024,107.31,151,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Beer - True North Lager,Camimbo,26/07/2023,10/05/2024,55.38,167,http://dummyimage.com/x.png/dddddd/000000,6
Alize Red Passion,Gevee,13/05/2023,05/05/2024,57.71,129,http://dummyimage.com/x.png/cc0000/ffffff,12
Broom And Brush Rack Black,Quamba,22/02/2023,19/01/2025,63.81,59,http://dummyimage.com/x.png/cc0000/ffffff,11
Truffle Cups - Brown,Ainyx,16/04/2023,03/02/2024,177.49,51,http://dummyimage.com/x.png/cc0000/ffffff,11
"Pasta - Rotini, Dry",Skippad,02/05/2023,27/02/2024,117.96,2,http://dummyimage.com/x.png/cc0000/ffffff,5
"Appetizer - Spring Roll, Veg",Innojam,13/10/2022,16/02/2024,17.19,50,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Corn - On The Cob,JumpXS,25/02/2023,21/12/2024,202.09,115,http://dummyimage.com/x.png/cc0000/ffffff,20
Garbage Bags - Black,Edgepulse,17/02/2023,11/01/2024,135.88,144,http://dummyimage.com/x.png/dddddd/000000,12
Maple Syrup,Realmix,05/05/2023,09/07/2024,279.08,54,http://dummyimage.com/x.png/cc0000/ffffff,13
Sprite - 355 Ml,Pixoboo,12/07/2023,30/11/2024,85.82,170,http://dummyimage.com/x.png/cc0000/ffffff,3
Flavouring - Rum,Gigashots,08/05/2023,01/01/2024,110.87,2,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Pork - Smoked Kassler,Voonte,20/04/2023,30/12/2023,72.36,44,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Peppercorns - Green,Voolith,02/07/2023,26/11/2023,285.84,105,http://dummyimage.com/x.png/cc0000/ffffff,18
Marjoram - Fresh,Centimia,10/04/2023,08/11/2023,284.41,190,http://dummyimage.com/x.png/ff4444/ffffff,6
Squid - Tubes / Tenticles 10/20,Kaymbo,08/03/2023,21/05/2024,140.74,38,http://dummyimage.com/x.png/5fa2dd/ffffff,16
"Jam - Raspberry,jar",Layo,17/12/2022,13/01/2024,52.39,195,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Jicama,Pixoboo,17/06/2023,26/09/2024,87.22,167,http://dummyimage.com/x.png/dddddd/000000,12
Hand Towel,Thoughtbeat,18/02/2023,20/03/2024,58.2,180,http://dummyimage.com/x.png/cc0000/ffffff,15
"Wine - White, Pelee Island",Kazu,11/03/2023,14/08/2024,114.55,9,http://dummyimage.com/x.png/dddddd/000000,4
Sugar - Monocystal / Rock,Wikizz,09/07/2023,04/03/2024,31.85,167,http://dummyimage.com/x.png/dddddd/000000,12
Bar Mix - Lime,Bluezoom,24/11/2022,13/11/2023,261.13,143,http://dummyimage.com/x.png/dddddd/000000,5
"Water, Tap",Pixoboo,21/07/2023,09/01/2025,212.73,24,http://dummyimage.com/x.png/ff4444/ffffff,6
Longos - Grilled Salmon With Bbq,Digitube,10/06/2023,19/02/2024,239.44,119,http://dummyimage.com/x.png/dddddd/000000,9
Bread - White Epi Baguette,Tazz,10/11/2022,14/10/2024,209.89,92,http://dummyimage.com/x.png/ff4444/ffffff,2
Parasol Pick Stir Stick,Jazzy,02/12/2022,03/11/2024,130.48,26,http://dummyimage.com/x.png/dddddd/000000,6
Mushroom - Chanterelle Frozen,Twiyo,31/07/2023,18/02/2024,287.16,85,http://dummyimage.com/x.png/ff4444/ffffff,14
Soup - Cream Of Broccoli,Viva,20/12/2022,21/04/2024,52.25,100,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Squash - Acorn,Eamia,11/08/2022,21/10/2024,202.75,83,http://dummyimage.com/x.png/ff4444/ffffff,1
Capon - Whole,Shufflebeat,06/11/2022,20/11/2024,252.79,45,http://dummyimage.com/x.png/ff4444/ffffff,5
Tomatoes - Orange,Shufflester,31/01/2023,17/10/2024,258.15,102,http://dummyimage.com/x.png/dddddd/000000,1
Sauce - Balsamic Viniagrette,Linkbuzz,03/06/2023,30/12/2023,265.53,65,http://dummyimage.com/x.png/ff4444/ffffff,8
Yucca,Quire,15/10/2022,24/08/2024,234.46,100,http://dummyimage.com/x.png/cc0000/ffffff,10
English Muffin,Skyba,26/01/2023,27/02/2024,48.04,68,http://dummyimage.com/x.png/ff4444/ffffff,9
Butter Sweet,Gabtype,12/06/2023,08/11/2023,98.06,38,http://dummyimage.com/x.png/5fa2dd/ffffff,8
"Basil - Primerba, Paste",Vitz,18/04/2023,12/11/2023,266.16,33,http://dummyimage.com/x.png/5fa2dd/ffffff,14
"Asparagus - White, Fresh",Shuffledrive,06/11/2022,05/12/2023,86.75,77,http://dummyimage.com/x.png/ff4444/ffffff,16
Extract - Lemon,Oyoloo,01/05/2023,28/02/2024,106.98,113,http://dummyimage.com/x.png/ff4444/ffffff,2
Quail - Jumbo Boneless,Meedoo,30/04/2023,08/08/2024,176.28,81,http://dummyimage.com/x.png/5fa2dd/ffffff,19
"Flour - Corn, Fine",Babbleset,06/10/2022,19/03/2024,286.58,85,http://dummyimage.com/x.png/ff4444/ffffff,15
Ocean Spray - Kiwi Strawberry,Zoomzone,13/09/2022,22/02/2024,196.58,23,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Table Cloth 62x120 White,Yodo,02/11/2022,29/12/2023,22.42,32,http://dummyimage.com/x.png/cc0000/ffffff,8
Capicola - Hot,Aimbo,13/11/2022,05/11/2023,55.13,43,http://dummyimage.com/x.png/ff4444/ffffff,4
Cheese - Shred Cheddar / Mozza,Blogtag,19/08/2022,25/03/2024,257.58,88,http://dummyimage.com/x.png/cc0000/ffffff,10
Myers Planters Punch,Eidel,28/09/2022,15/11/2024,167.02,110,http://dummyimage.com/x.png/cc0000/ffffff,2
Clams - Bay,Gigabox,12/01/2023,19/01/2025,170.21,165,http://dummyimage.com/x.png/cc0000/ffffff,3
Tomato - Plum With Basil,Realcube,26/11/2022,11/07/2024,35.13,19,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Plasticforkblack,Riffpath,09/08/2022,11/12/2024,204.79,176,http://dummyimage.com/x.png/cc0000/ffffff,11
French Pastry - Mini Chocolate,Oyope,21/09/2022,03/07/2024,44.93,16,http://dummyimage.com/x.png/ff4444/ffffff,3
Goulash Seasoning,Thoughtstorm,10/01/2023,23/10/2024,251.58,137,http://dummyimage.com/x.png/dddddd/000000,13
"Tart Shells - Savory, 2",Topicstorm,22/10/2022,21/10/2024,128.34,168,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Raisin - Dark,Zoomzone,07/05/2023,13/12/2023,100.12,63,http://dummyimage.com/x.png/dddddd/000000,2
Pork - Bones,Camimbo,15/05/2023,31/08/2024,191.45,22,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Bread - Raisin,Zoombeat,15/05/2023,11/08/2024,103.78,147,http://dummyimage.com/x.png/cc0000/ffffff,8
"Shrimp - 21/25, Peel And Deviened",Gabtype,10/10/2022,25/12/2024,172.71,120,http://dummyimage.com/x.png/dddddd/000000,9
Pastry - Plain Baked Croissant,Realbridge,25/02/2023,06/02/2024,16.22,46,http://dummyimage.com/x.png/ff4444/ffffff,15
Wine - Ruffino Chianti Classico,Babbleset,13/09/2022,12/03/2024,50.89,142,http://dummyimage.com/x.png/ff4444/ffffff,14
Sour Puss Raspberry,Leenti,20/01/2023,18/10/2024,259.11,5,http://dummyimage.com/x.png/dddddd/000000,12
Salt And Pepper Mix - White,Thoughtworks,11/02/2023,22/01/2025,129.08,88,http://dummyimage.com/x.png/dddddd/000000,20
Juice - Lime,Rhycero,06/08/2023,11/07/2024,146.73,175,http://dummyimage.com/x.png/ff4444/ffffff,13
White Fish - Filets,Blogtags,15/10/2022,12/01/2025,142.64,182,http://dummyimage.com/x.png/dddddd/000000,7
Bread - Italian Roll With Herbs,Photospace,30/06/2023,31/08/2024,113.62,17,http://dummyimage.com/x.png/ff4444/ffffff,11
"Wine - Cahors Ac 2000, Clos",Browsecat,24/01/2023,01/03/2024,165.85,200,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Bread - Wheat Baguette,Zoonoodle,22/12/2022,03/02/2024,294.12,33,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Sausage - Andouille,Brightdog,04/10/2022,07/09/2024,185.61,133,http://dummyimage.com/x.png/cc0000/ffffff,15
"Potatoes - Yukon Gold, 80 Ct",Voolith,22/01/2023,17/04/2024,190.89,187,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Tuna - Loin,Midel,27/01/2023,21/04/2024,31.87,155,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Oil - Margarine,Yodo,02/09/2022,12/01/2024,48.12,67,http://dummyimage.com/x.png/dddddd/000000,20
"Napkin - Beverge, White 2 - Ply",Wordtune,09/01/2023,17/08/2024,247.92,70,http://dummyimage.com/x.png/5fa2dd/ffffff,14
Beets - Pickled,Thoughtblab,25/08/2022,05/01/2025,146.35,187,http://dummyimage.com/x.png/cc0000/ffffff,12
Beer - Original Organic Lager,Yombu,14/08/2022,29/01/2024,228.05,139,http://dummyimage.com/x.png/ff4444/ffffff,1
"Beets - Candy Cane, Organic",Quamba,24/03/2023,31/12/2024,292.7,102,http://dummyimage.com/x.png/ff4444/ffffff,17
"Wine - White, Antinore Orvieto",Rhynyx,05/05/2023,19/02/2024,33.62,27,http://dummyimage.com/x.png/ff4444/ffffff,1
Wine - Peller Estates Late,Tagopia,09/08/2022,24/05/2024,19.55,39,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Appetizer - Southwestern,Wordware,02/05/2023,03/06/2024,32.01,76,http://dummyimage.com/x.png/dddddd/000000,17
Beans - Soya Bean,Thoughtstorm,11/02/2023,24/11/2023,228.19,128,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Apple - Royal Gala,Zoombox,19/07/2023,23/01/2024,6.99,117,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Syrup - Monin - Granny Smith,Livetube,21/04/2023,30/06/2024,91.58,177,http://dummyimage.com/x.png/5fa2dd/ffffff,15
"Salmon - Atlantic, Fresh, Whole",Avamba,31/10/2022,20/12/2023,288.37,74,http://dummyimage.com/x.png/5fa2dd/ffffff,16
"Croissant, Raw - Mini",Jabberstorm,09/05/2023,12/04/2024,265.87,139,http://dummyimage.com/x.png/ff4444/ffffff,12
Lamb Shoulder Boneless Nz,Innotype,11/02/2023,13/09/2024,70.36,29,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Juice - Tomato, 48 Oz",Devpoint,21/08/2022,22/06/2024,250.14,150,http://dummyimage.com/x.png/ff4444/ffffff,16
Meldea Green Tea Liquor,Twitterbridge,15/02/2023,10/08/2024,288.47,4,http://dummyimage.com/x.png/5fa2dd/ffffff,19
"Coconut - Shredded, Unsweet",Quamba,01/08/2023,11/08/2024,192.73,187,http://dummyimage.com/x.png/ff4444/ffffff,13
Uniform Linen Charge,Dabjam,23/04/2023,03/10/2024,297.98,123,http://dummyimage.com/x.png/dddddd/000000,2
